"","score","text","klasifikasi"
"945",4,"mr   this is mustardthank you for spraying disinfectant over us with the blue angles and thunder birds that could kill coronavirususa  a good idea thank you","Positif"
"946",1,"the subtle art of taking advantage of a crisis  via    chinaliedpeopledie chinamustpay coronavirususa coronavirus","Positif"
"947",-3,"more than  million known cases of covid have been diagnosed in the us marking a grim milestone in the country with the most reported coronavirus infections in the world according to data compiled byxcxajohns hopkins university  coronavirususa  covid","Negatif"
"948",0,"i just hit on a  yr old woman friggin masks coronaviruspandemic coronavirususa coronavirus coronavirusfacts pandemic donaldtrump","Netral"
"949",3,"covid coronavirus coronavirususa coronaviruspandemic i just want to remind every jesus follower that god is still in control always has been and always will be in control he is still on the throne go talk to him he wants to hear from his children xfxfxx","Positif"
"950",-1,"us passes  million known cases  coronavirususa","Negatif"
"951",-1,"republicans in the us with their own elections to worry about just six months away are wondering if they can slowly back away from trump and his stench of failure  covid election coronaviruspandemic coronavirususa","Negatif"
"952",0,"update coronavirususa  coronavirus cases  deaths globally  cases  deaths per john hopkins university","Netral"
"953",-1,"world record in pushups   musclefitness musclelove fitnessmotivation stayhomesavelives stayathomechallenge stayhome stayhome coronavirus quarantinelife lifestyle likethatchallenge covidxexxbc staysafe corona coronavirususa","Negatif"
"954",1,"feb  xexxcthe coronavirus is very well under control in our countryxexxd  donald trump   apr   the us has reached the milestone of one million confirmed coronavirus cases  the us death toll now stands at over xefxbxfxexxaxefxbxfxexxaxefxbxfxexxaxefxbxfxexxaxefxbxfxexxa  coronavirususa xfxfxxbaxfxfxxb trumpgenocide xexaxbxefxbxf","Positif"
"955",-1,"just in the us has now topped  million confirmed cases of  covid new york still has the highest case count in the country more than  million have been diagnosed worldwide coronavirususa pandemic","Negatif"
"956",0,"coronavirususa updates united states reaches  million confirmed cases","Netral"
"957",1,"us surpasses  million coronavirus  covid cases death toll climbs to breakingnewsnow breakingnews breakingnews breakingnewz breakingnow breaking coronavirus covid coronavirusus covidus coronavirususa covidusa coronaviruspandemic covidpandemic","Positif"
"958",1,"the us has now reached more than  milion covid positive cases a grim milestone srcenpr meanwhile republicans are glad to reopen instead of providing people with a mere ubi coronavirus coronavirususa covid","Positif"
"959",-2,"presidenttrump sir interim postmortem covid plandemic if medicalhealthcare industry had resisted firefauci publichealth  stopping all but coronavirususa procedures then only hospital chloroquinegate","Negatif"
"960",0,"breaking president clustertrump or president pinesol your choice will order meat processing plants to stay open coronavirus coronavirususa","Netral"
"961",1,"uso has surpassed  million coronavirus cases the count represents nearly onethird of the worldxexxs reported covid cases and includes more than  deaths since february though experts call those numbers an underestimation coronavirususa corona","Positif"
"962",-1,"inomrna  vaccines currently in the mix   coronavirus coronaviruspandemic coronavirusupdate coronavirususa covid covid interesting news new investing vaccines opportunity strong update stockstowatch stockmarket stocks tuesday","Negatif"
"963",0,"covid coronaviruspandemic coronavirususa essentialworkers  diary of a breadman","Netral"
"964",-2,"presidenttrump sir interim postmortem covid plandemic if medicalhealthcare industry had resisted firefauci publichealth  stopping all but coronavirususa procedures then only hospital chloroquinegate","Negatif"
"965",3,"convalescent plasma therapy was used more than a century ago against diphtheria and tetanus today it may save lives amid the coronavirus pandemic thanks to drs   on this story  bloodplasma covid coronavirususa pandemic","Positif"
"966",0,"i should be leaving on a flight within the next hour for  everything happens for a reason so ixexxm keeping my head up today amp  looking forward to visiting them exactly one year from now  bright spot is sheep ranch is now on the itinerary covid coronavirususa","Netral"
"967",1,"ino inovio announces full enrollment for their phase  covid volunteers have received their first dose   coronavirus covid covidusa coronaviruspandemic stocks stockmarket coronavirususa breaking breakingnews tuesdayvibes investing new","Positif"
"968",-1,"if the city new york had gone into lockdown  days earlier a former cdc director told the new yorker it could have reduced deaths due to covid by  to  percent  wow wow  coronaviruspandemic coronavirususa newyork","Negatif"
"969",1,"the man who is supposedly in charge of a pandemic response from a deadly pathogen cannot even conform to medical guidance even when in a medical institution  this entire administration is a joke and theyre in charge of americans public safety covid coronavirususa","Positif"
"970",0,"us coronavirus cases top  million from   coronavirususa coronavirus","Netral"
"971",3,"if they want to protest let them protest and suffer the consequences just stay at home if you dont want to get infected let naturalselection  take its course delete them from ur friendfamilies dont contact them stay away   coronavirususa coronaviruspandemic trump","Positif"
"972",-1,"coronavirususa over a million cases in the us","Negatif"
"973",-2,"covidupdate hjhu gerade leichte entspannung grandpasfuture coronavirus coronadeutschland coronavirususa    regierung spain going down again sweden const franceswissitalygbr slow down austriabrd const usahigh","Negatif"
"974",0,"us coronavirususa cases top  million as some states mull reopening nonessential businesses","Netral"
"975",0,"us food supply chain is not very resilient endcapitalism coronavirususa","Netral"
"976",0,"time to revive this fashion trend socialdistancing coronavirususa dontgetsoclosetome","Netral"
"977",-1,"i would rather see military trucks delivering food to unemployed and out of school families i mean even marie antoinette gave people cake coronavirususa","Negatif"
"978",-1,"how is that drain the swamp plan working out for maga and kag folks  alabama florida southcarolina kentucky wisconsin pennsylvania arizona  ohio  coronavirususa bailoutpeoplenotcorporations    frauds","Negatif"
"979",0,"salon american vandal trump reveals our staggering incompetence before the whole world  coronavirususa trumpliesamericansdie trumpincompetence trumpistheworstpresidentever trumpfailedamerica medicalsupplies governors votebluetosaveamerica","Netral"
"980",0,"absolute and total failure of trump administration   coronavirususa","Netral"
"981",-1,"sonofbaldwin fb page for the comments hasidic jewish newyork coronaviruspandemic  covid coronavirususa","Negatif"
"982",4,"ixexxm seriously considering ordering a quarantine chicken on amazon i love eggs so much and would be kind to my chicken so kind it would happily lay a dozen eggs a day for me tuesdayvibes aliensarereal workingfromhome coronavirus coronavirususa covid chicken eggs","Positif"
"983",0,"hiii  can anyone tell me if were okay to shower or bath yet pls   coronavirususa coronavirus","Netral"
"984",2,"plandemic plandemic  coronaviruspandemic  coronavirususa  mask do more harm than good nothing wrong with airxfxfxxc","Positif"
"985",0,"virtual town hall tonight on why university system of georgia refuses to consider optin passfail  coronavirususa passfail gacolleges voicesofreason uga gatech highered edchat schoolnewsga usgstudentsreform","Netral"
"986",2,"my guess is over the next two years  million us lives will be lost to covid amp the us has the trump administration to thank for it  s supporters will say good job done not matter what life is dirt cheap here trumpsliestakelives coronavirususa","Positif"
"987",-1,"coronavirususa coronaviruspandemic very worrisome news","Negatif"
"988",1,"the world after covid xexx kishore mahbubani on the dawn of the asian century covid coronaviruspandemic coronavirusuk coronavirususa","Positif"
"989",-4,"how many people have to die for a city or state to be considered successful in slowing the curve looking for stats on this  what is the magic number coronavirususa","Negatif"
